masterid,total,inj,fat,x,y
3706,10,11,0,-73.9274866718337,40.8068326931049
3717,21,25,0,-73.9965447468065,40.7295477900416
3724,17,16,1,-73.9694976979282,40.675886737052
3729,10,11,0,-73.9825496833435,40.6077517876696
3746,18,17,2,-73.9088946798309,40.7748487108244
3749,12,13,0,-73.9851477314755,40.7137677440614
3757,24,33,0,-73.933414716051,40.5967508130499
3760,11,11,0,-73.8021327663625,40.7139207831354
3763,20,20,1,-73.9123887422063,40.6862147503726
3773,24,25,0,-73.8045367517186,40.6962027576916
3777,12,15,0,-73.9292696766774,40.8360787077691
3780,22,23,0,-73.9437427609693,40.6824987269041
3783,14,15,0,-73.9252657606792,40.8401667151806
3792,11,13,0,-73.938403748783,40.8428886980418
3795,30,36,0,-73.9958047348804,40.7540387093664
3800,12,15,0,-73.8931367672023,40.8502377654383
3807,11,11,0,-73.9989957363939,40.7085667265191
3816,13,15,0,-73.9368236720059,40.6673087547166
3830,10,11,0,-73.9325246837827,40.6852837564784
3837,32,32,1,-73.8513517045383,40.7225667587145
3848,28,30,0,-73.8938847238163,40.820970745972
3849,16,17,0,-73.9423156878948,40.6026747629266
3854,8,16,0,-73.9106916793632,40.8087957133712
3865,12,12,0,-73.9810667189522,40.6674877988996
3866,11,11,0,-74.0089866617051,40.7040617562095
3869,18,20,0,-73.9964666639116,40.7236627867819
3891,67,72,1,-73.9891696905097,40.7528887830454
3897,24,24,0,-73.9698336985041,40.7896607078099
3905,23,28,0,-73.8763867264708,40.8289127680402
3911,42,54,0,-73.9656727633832,40.8004206996429
3922,26,28,1,-73.9291577121696,40.8555467451484
3923,17,19,0,-73.9140137484555,40.8711777284729
3940,27,27,0,-73.9852427565928,40.5789138238846
3942,19,26,0,-73.9085207216209,40.6610067850477
3948,49,54,0,-73.9826557128797,40.7394737645467
3959,11,11,0,-73.9303637783933,40.642057791808
3968,10,18,0,-73.9611516889872,40.7566727599358
3983,22,22,0,-73.9228687014008,40.6649467330373
3986,60,60,0,-73.9680656893576,40.7554887512131
3989,20,20,0,-73.9048727475968,40.8586796935198
3995,14,18,0,-73.947595683879,40.6873017543118
3996,13,14,2,-73.819199792704,40.6760637973089
4000,18,18,0,-73.8985617098624,40.7497127919624
4022,42,44,0,-73.9857167592239,40.6896157571788
4036,26,27,0,-73.9778707181492,40.753092754577
4037,11,15,0,-73.9106767173591,40.7010367294127
4043,51,54,0,-73.9950137480416,40.7398467959798
4045,47,53,0,-73.9144826675615,40.8055467488037
4058,44,51,0,-73.9713286849288,40.6482567434793
4061,70,73,1,-73.9670176700839,40.7935297491369
4081,19,23,0,-73.9589997218052,40.6449487484779
4087,6,11,1,-73.9422147036635,40.7232577934059
4096,21,23,0,-73.9007916898319,40.859974719155
4098,14,15,0,-74.0271627066832,40.6257067371737
4099,40,40,1,-73.9744537484733,40.7622877631924
4106,57,58,1,-73.9888267222695,40.758511710709
4116,11,16,0,-73.9155627167113,40.6996848014532
4117,11,12,0,-73.9684517589413,40.7704997309399
4137,12,14,0,-73.9516367546573,40.7234657329188
4138,29,33,0,-73.9013857185429,40.6442818049107
4147,23,24,0,-73.9829027340222,40.7420107338706
4148,12,14,0,-73.9760157020014,40.7236718001083
4152,12,13,0,-74.0060496771792,40.7351287950657
4158,45,47,0,-73.9780377484653,40.7294307164373
4162,25,26,1,-73.9349057202339,40.796675722333
4166,14,14,0,-73.94344375499,40.8391557363306
4173,15,21,1,-73.9901026552034,40.7133727597907
4176,7,11,0,-73.8887087499766,40.8251727222353
4181,14,14,0,-73.9979146893851,40.7181277736694
4186,15,17,0,-73.9572507042687,40.6891857536075
4188,18,19,0,-73.9805426639078,40.698237797704
4189,61,65,0,-73.9630597151575,40.6494367716839
4192,12,12,0,-73.9060747161404,40.6402287866753
4192,32,40,3,-73.9059906855258,40.6402907801408
4205,10,12,0,-73.9286987013252,40.8561717078457
4206,39,39,0,-73.9547446904365,40.639594803493
4211,14,14,0,-73.960636701931,40.6633077896983
4226,13,19,0,-73.9254947699927,40.6694227615532
4228,44,44,0,-74.0015376671917,40.741061725861
4235,46,49,0,-73.9581307487465,40.6474997932317
4244,13,13,0,-73.8494657361357,40.7291467120433
4248,11,12,0,-73.8678966971741,40.7449007774213
4256,34,38,1,-73.9707987047043,40.751729717461
4262,66,67,1,-73.992004742523,40.7490877953939
4269,61,72,2,-73.967507744658,40.7928447271021
4279,52,54,0,-73.961766665158,40.6540717653378
4283,21,23,0,-73.9995837416442,40.7310247125269
4287,12,12,0,-73.9322627586768,40.641944743217
4297,16,17,1,-73.9501017716864,40.59274478195
4330,21,21,1,-73.9290507608336,40.6792627336737
4342,11,13,0,-73.8617499494032,40.7499660286592
4342,50,52,0,-73.8617486929807,40.7499577757942
4343,15,18,0,-73.9103777383005,40.660730737964
4348,11,11,0,-73.9731247410611,40.6896128072845
4354,19,19,1,-74.0044287023215,40.7422887869733
4368,12,12,0,-74.026570667642,40.6271668203666
4376,11,11,1,-73.8828427345492,40.7428657684007
4376,21,24,0,-73.8826407240641,40.7427707557871
4379,15,16,0,-73.935928717062,40.6768837669755
4381,36,38,0,-73.9649153225916,40.6235675400438
4387,13,14,0,-73.9524536553977,40.7998487659707
4393,12,13,0,-73.9102477599327,40.6895897650841
4394,40,40,1,-73.9382687501893,40.7963107128769
4469,38,39,1,-73.9479456743982,40.7787877729481
4481,66,66,2,-73.983707753818,40.7604567893537
4501,13,14,0,-73.9679817355636,40.751349719471
4506,12,12,0,-73.8134197695018,40.7869717621712
4511,26,28,0,-73.8610047240312,40.7578677896692
4528,27,27,0,-73.9006917652857,40.8502447070174
4529,18,18,0,-73.9575357622513,40.7115917888096
4533,23,24,0,-73.7615427650922,40.5998377895215
4543,15,15,0,-73.9041027311283,40.7210277439726
4560,40,41,1,-73.8712707820491,40.6728527935653
4562,52,53,1,-73.9954277459796,40.717260801007
4564,13,13,1,-73.979640758271,40.5755888286589
4569,9,12,0,-73.8063647672331,40.6747427788108
4584,11,15,0,-73.9320907421513,40.6830887872746
4595,9,11,0,-73.9617267625233,40.6424147785302
4607,47,58,0,-73.9064466973187,40.8534657139514
4610,8,13,0,-73.9374817739551,40.6952097257634
4620,12,13,0,-73.9456176773956,40.6626628062278
4627,21,26,0,-73.9170746926733,40.7005337199722
4645,28,28,1,-73.9716956677168,40.7504917601467
4655,34,37,1,-73.9499017325155,40.8220496980602
4663,32,36,0,-73.9978067602529,40.6911428021504
4664,10,11,0,-73.9145227480735,40.66171378496
4673,15,16,0,-74.0115837414222,40.7039997939162
4676,14,14,0,-73.9008447784395,40.8215177719154
4681,26,26,0,-73.9481956879732,40.7068437363768
4691,47,50,1,-73.9582397622083,40.7729407835936
4696,26,29,1,-73.9206547109664,40.6909187268588
4703,30,31,1,-73.8405467533367,40.718350712163
4707,17,19,0,-73.9234827784975,40.7643287509278
4713,44,46,0,-73.935155691404,40.8473357707809
4714,36,43,0,-73.9785726533728,40.6898207699668
4718,25,27,1,-73.9529416649416,40.6971937640828
4721,31,31,0,-73.9603097036129,40.7729897207308
4723,28,28,0,-73.879375782509,40.8409417239401
4725,16,16,0,-73.9221146786126,40.8187887043805
4731,27,28,0,-73.9564056790655,40.5988307641874
4746,16,15,1,-73.8528916823456,40.8522527099676
4753,11,21,0,-73.9671137324687,40.6895527853143
4756,35,37,0,-73.919000723243,40.7589597507727
4758,27,29,0,-73.9104036845326,40.6683967776211
4763,10,13,0,-73.9306147279403,40.6741307628348
4764,13,15,0,-73.9497456561794,40.8120827554945
4770,11,12,0,-73.9319017697439,40.8492987602876
4776,32,33,0,-73.8657136785886,40.8210017641408
4777,29,31,0,-73.7938058251936,40.7040227552063
4779,11,13,0,-73.9053857573327,40.712859721779
4793,40,44,0,-74.0006977285994,40.7422387953134
4795,9,12,0,-73.8882476780365,40.7610067728122
4800,75,81,0,-73.9730046482732,40.7642667214208
4807,15,15,0,-74.1304566581404,40.6308727916637
4818,12,13,0,-73.979870741893,40.6451007927692
4824,19,19,0,-73.9947787586377,40.7315787824767
4825,5,12,0,-73.8332527321348,40.7709937550963
4836,24,26,0,-73.961349673028,40.7802137071351
4842,15,16,0,-73.9906126502574,40.66056876479
4844,13,13,0,-73.9298717152241,40.6639827215479
4848,9,12,0,-73.9039137877844,40.7536517659076
4850,32,31,1,-73.9315946900897,40.6632027753905
4853,15,15,0,-73.8796797121031,40.6611678034968
4858,14,14,0,-73.9299057315786,40.61628379527
4862,16,17,0,-73.9099186779392,40.7041157804025
4865,15,15,0,-73.9211516913324,40.6927877670152
4866,21,21,0,-74.1313146528454,40.6263187953377
4871,15,15,0,-73.8554786903543,40.7508767725885
4873,12,12,0,-73.9900287611247,40.7218967367432
4874,16,17,0,-74.0661396392889,40.6140817817746
4883,16,18,0,-73.9786746634556,40.6790387516527
4884,87,92,1,-73.9087237655102,40.8240517419006
4886,12,12,0,-74.0087977054771,40.6396307451055
4890,15,16,0,-73.9340856929782,40.8510207099194
4896,47,48,0,-73.9958306772107,40.7265077121583
4907,15,15,0,-73.9368997123472,40.6664168004546
4913,53,57,0,-73.9140907764129,40.8332657774995
4917,32,33,0,-73.9619977333721,40.767800778641
4933,27,26,1,-73.8547857001488,40.7495597218919
4940,20,21,0,-73.9536607486187,40.682105739837
4964,10,11,0,-74.0004287582819,40.7287877577604
4968,43,44,0,-73.9735886912366,40.7478967128239
4969,18,17,1,-73.9756866588765,40.6443637855083
4971,15,15,0,-74.0111997131291,40.7103157826477
4973,29,32,0,-73.9829897032076,40.6997238050024
4980,47,54,1,-73.9419037748548,40.6004118073493
4990,14,16,0,-73.7757128354886,40.5956557617947
5005,22,26,0,-73.9545247647973,40.5990258164944
5014,15,14,1,-73.9453347300685,40.6597097466731
5017,39,43,0,-73.9219017239153,40.6761167279668
5020,23,32,0,-73.9977097522223,40.6236707960403
5024,54,60,0,-74.0029566804255,40.7233007689402
5036,8,12,0,-73.8758646876746,40.7660417456599
5040,13,13,0,-73.9492267361158,40.6385308077964
5063,11,11,0,-73.8211687037324,40.7596677380585
5067,30,36,1,-73.9060207554349,40.6661617582213
5070,18,26,0,-73.9265197197954,40.8081577399448
5076,14,15,1,-73.9160186913623,40.817198736505
5090,14,14,1,-73.9222287601521,40.6918147328491
5094,38,39,1,-74.0048067215223,40.723607798804
5095,14,14,1,-73.8501997932186,40.8283227717653
5107,28,27,1,-73.9624277146686,40.7589567877679
5110,11,14,0,-73.9781129622512,40.7457120022167
5110,126,130,1,-73.9781116686571,40.7457037540496
5119,12,12,0,-73.9811687629543,40.6105038215057
5131,53,58,0,-73.959643691436,40.5780127873824
5132,16,18,0,-73.9156966702197,40.8305276880195
5135,20,18,2,-73.9940617122154,40.7615417671254
5138,27,31,0,-73.9538477330778,40.6637187917657
5139,14,16,0,-73.9910876487605,40.6635807822218
5142,13,15,0,-73.9212327674912,40.8612947338347
5143,34,34,0,-73.9569407160537,40.7664767094258
5153,47,51,0,-74.0057566602308,40.7256557720668
5166,9,11,0,-73.7711188138526,40.6782507437721
5175,11,11,0,-74.0110966392791,40.715593782177
5179,60,64,0,-73.9882647406527,40.7491167760244
5179,65,67,0,-73.9880086543004,40.7490067899939
5180,24,25,0,-73.9804096555286,40.7385377863256
5183,16,16,0,-73.9530956946117,40.8134787733999
5184,37,40,0,-73.8836287616358,40.8539037318332
5185,19,19,0,-73.9284247572839,40.7634097717246
5186,26,29,0,-73.9218807155049,40.8650927119396
5200,33,36,1,-74.0250637371368,40.6308247592335
5207,13,14,0,-73.9180417070044,40.8095707679849
5212,18,18,0,-73.9208267267477,40.6978977580895
5213,9,12,0,-73.8926627415126,40.8582297221531
5216,26,28,0,-73.9404097237411,40.694871794978
5222,12,12,0,-73.9430620333338,40.8401799606011
5222,50,51,0,-73.9430607455633,40.840171692758
5229,16,17,0,-73.8777057806948,40.7128797417823
5237,36,38,0,-73.9877417618814,40.7440557619316
5245,32,36,0,-74.0226296539345,40.6294808179536
5253,14,17,0,-73.9332167086846,40.8522107723981
5257,8,13,0,-73.9741067424231,40.6764347852969
5263,49,57,2,-73.9281747699208,40.6704197818062
5264,16,15,1,-73.9206946911453,40.7052047290125
5265,12,15,0,-73.8180837635876,40.7614577559498
5285,12,12,0,-73.911675761661,40.6695457397903
5290,17,18,0,-73.7880397486324,40.7075387790202
5305,18,18,0,-73.928354708428,40.66858074242
5308,9,12,0,-73.8623418007196,40.6959377961348
5310,34,37,0,-73.9130606971525,40.8201147214227
5313,22,23,0,-73.8255708043977,40.7585257763783
5314,18,18,0,-73.991411672068,40.6391527332742
5323,35,38,0,-73.8771696986418,40.7379107823086
5360,8,11,0,-73.8276998095769,40.7660567665376
5361,25,26,1,-74.0120546827094,40.6434167716029
5365,15,15,0,-73.8348647168116,40.7107057155407
5372,102,112,0,-73.9860297081193,40.7573307595075
5372,10,16,0,-73.9857956722058,40.7572257368305
5374,22,27,0,-73.9591706560549,40.7716807150942
5389,13,13,0,-74.0173387336941,40.6383257895103
5390,11,12,0,-73.8953526911812,40.8464957304056
5393,14,14,0,-73.8651797320301,40.8425336859513
5398,30,34,0,-73.9525586964035,40.7807217657674
5426,10,12,1,-73.8592997334094,40.7317497391794
5429,12,11,1,-74.0055797269274,40.7381287933663
5434,12,13,0,-73.9449097318521,40.6883617697197
5435,21,22,0,-73.953522716108,40.8120337512417
5438,42,44,0,-73.9508847273801,40.6631087834039
5442,81,87,0,-73.9818376515134,40.7662637819696
5445,20,19,1,-73.9275166810633,40.65230581169
5465,10,11,0,-73.9843277308052,40.6921007927121
5469,23,24,0,-73.9716176902073,40.7661287449696
5477,10,11,0,-73.9973587073743,40.7621127660679
5481,13,13,0,-73.8999747680707,40.8376327334223
5485,19,20,0,-73.9979697462222,40.7226357284264
5503,11,11,0,-73.9178827485028,40.6985317797055
5508,14,16,0,-73.7560027515291,40.6933967390485
5512,18,19,0,-73.988340756433,40.7200607139713
5513,15,15,0,-73.9877097516212,40.6323547971189
5523,13,13,0,-73.8545697784886,40.751946775677
5528,26,29,1,-73.9424997236731,40.7030407483142
5530,34,39,0,-73.980418743846,40.6423767549975
5539,11,11,0,-73.8715307419078,40.8291727282814
5541,11,11,0,-73.825947798357,40.7452927538549
5546,28,29,0,-73.9903486878739,40.7289167631407
5547,22,23,0,-73.9396786998508,40.6912098001936
5559,13,14,0,-73.9224027710385,40.6811897669774
5562,56,60,0,-73.9970086531142,40.7422227386998
5571,43,48,0,-73.9301827687566,40.6885527883979
5575,10,13,0,-73.918166707751,40.6567478046572
5581,30,31,0,-73.8937426938558,40.8619287676683
5581,59,67,1,-73.8935577785287,40.8619177154633
5581,11,11,0,-73.8935319887033,40.8619651761011
5587,17,17,0,-73.8968397509085,40.8599786966752
5593,12,12,0,-73.8866847536097,40.8189787613493
5602,17,18,0,-73.8807266962509,40.7560867614084
5616,15,19,0,-73.8947737633541,40.8559207154613
5641,24,29,0,-73.9453216818516,40.793539757432
5652,23,24,0,-73.9730337388646,40.6779948003172
5663,12,13,0,-73.9942517092617,40.6857697448488
5669,21,20,1,-73.8722277800371,40.756984756056
5683,45,45,3,-73.9335756970289,40.8027287384725
5683,12,13,0,-73.9335557222907,40.8027198508885
5687,14,14,0,-73.9857856593562,40.669769773196
5695,35,40,0,-73.9426097536544,40.7037477500304
5702,13,13,0,-73.9438257293065,40.7525277440908
5710,28,29,0,-74.0025106535191,40.7186047642804
5712,11,11,0,-74.1214396132445,40.6101698277417
5713,16,18,0,-73.8740376872382,40.6776877284682
5715,28,28,1,-73.9871596610161,40.7142987194261
5718,37,37,0,-73.860547703188,40.8878237137299
5719,29,34,0,-73.8609056907385,40.6847818002419
5721,31,33,0,-73.8644857318729,40.8411207622177
5724,27,28,0,-73.8069087582475,40.7017487350114
5726,34,37,0,-73.9216297783936,40.7006667181528
5745,12,13,0,-73.918539686908,40.6659017954785
5748,42,48,0,-73.9414737248443,40.5983038118858
5756,9,11,1,-73.9394107582152,40.6547817723716
5758,11,11,0,-73.8160227613183,40.6839917512678
5759,16,17,0,-73.9941157176808,40.7266167353331
5771,12,12,0,-73.7893747102655,40.71194978242
5786,44,51,0,-73.944831714595,40.7999747016194
5813,31,34,0,-73.9578877414923,40.7611457258508
5819,12,12,0,-73.9753889893138,40.7454449834403
5819,53,54,0,-73.9753876966107,40.7454367352353
5820,13,14,0,-73.9082536934036,40.6561187587953
5826,11,13,0,-74.0029986658644,40.6452307369694
5827,26,26,1,-73.737485770913,40.7683666994708
5829,12,12,0,-73.9385757518942,40.6242197514764
5855,34,36,0,-73.941016701848,40.7925417485447
5856,69,74,0,-73.9921317061908,40.7590977925924
5862,12,14,0,-73.8740217839069,40.6892987693937
5866,27,29,3,-73.954633752007,40.6161367844812
5873,33,38,0,-73.9825187120706,40.6936027949691
5878,25,26,0,-73.9231067820129,40.6848697289325
5884,27,28,0,-73.789686782064,40.707209778464
5890,51,51,0,-73.967046738159,40.7724477454614
5894,12,12,0,-73.7921047143119,40.6870447419439
5908,42,51,1,-73.9571277158849,40.6627497788891
5935,38,38,1,-73.9110376935154,40.6995277950466
5946,25,26,0,-73.9959076961878,40.7328377209427
5954,32,34,1,-73.96576770684,40.7586157139111
5956,18,17,1,-73.9394567363156,40.8409317011138
5957,75,79,1,-73.989166691405,40.6886067953804
5961,16,16,0,-73.8793197459012,40.740583749347
5962,15,16,0,-73.9858246651406,40.5764957800089
5964,28,27,1,-73.9965717367811,40.7211527711761
5990,19,22,1,-73.8654666818337,40.8631027014495
5990,16,17,0,-73.865375714475,40.8631767547682
5993,32,35,0,-73.9922426751645,40.7640417622854
5998,4,11,0,-73.7936887645071,40.6801777851356
6016,11,12,0,-74.0122877247825,40.6778558033045
6018,36,44,0,-73.9407476960786,40.6963547198063
6026,24,27,0,-73.8570426849447,40.8941796794835
6027,27,27,0,-74.0023727339603,40.7343267583122
6027,2,14,0,-73.982065686292,40.6662837908884
6028,13,14,0,-74.0029317148622,40.7311137700733
6056,16,18,0,-73.9199747103228,40.6450217405537
6061,17,17,0,-73.9576436854815,40.671528747461
6079,17,27,0,-73.9597537720174,40.6757427776323
6083,23,26,0,-73.9604087043609,40.6353567722961
6093,14,15,0,-73.95734969365,40.6814757292043
6100,31,32,2,-73.9335557659165,40.6195507440373
6104,23,25,0,-73.9341366764154,40.6662677284127
6109,13,15,0,-73.8876596981277,40.6491797638697
6110,39,40,2,-73.9794806519374,40.7611447510298
6120,20,21,0,-73.9866137037769,40.75499379319
6130,12,14,0,-74.0198277173271,40.6462787413818
6134,66,70,0,-73.9799047612301,40.7547457784384
6139,15,14,1,-73.7989137867443,40.6740837343223
6141,46,48,0,-73.9862007457805,40.7345977932767
6147,27,29,0,-73.9327447597196,40.8564917149435
6150,26,33,0,-73.9559377680973,40.6683687267498
6151,23,24,0,-73.9069816847579,40.7000277161083
6164,28,30,0,-73.9741886864813,40.7597237798101
6175,23,23,0,-73.8634447386741,40.7319367485752
6189,7,11,1,-73.9242677566781,40.8306717125959
6190,17,19,0,-73.9999417623479,40.615772739871
6194,15,19,0,-73.9977686671599,40.7119647987053
6204,18,18,0,-73.825779781886,40.7563447332121
6209,40,47,0,-73.9489527699994,40.7816647609681
6215,51,53,0,-73.9654246859737,40.7717667743089
6218,13,13,0,-73.8987736835086,40.8553547027184
6228,11,12,0,-73.8935357916192,40.6777517530551
6235,33,34,0,-73.9769387089842,40.7559727714075
6243,11,12,0,-73.831523765129,40.701375799556
6250,15,19,0,-73.9935547558781,40.609113749025
6255,86,88,0,-74.0010867299966,40.7365677457233
